15.60000038	5.199999809	96.69999695	8.51438	7
21.29999924	8.5	0	10.02383	0
21	7.300000191	18	13.94061	0
21.39999962	11.5	109	17.43973	0
28.89999962	14.10000038	0	26.95539	0
29.60000038	14.60000038	2.5	26.53056	0
30.29999924	15	0	27.16626	0
27.20000076	12.69999981	7.199999809	23.13792	0
23.39999962	13.60000038	61.09999847	19.4549	0
19.60000038	9.699999809	92.90000153	11.98393	0
17	6.099999905	40.59999847	7.50172	5
15.80000019	5.699999809	65.80000305	6.72941	12
16.89999962	7.400000095	61.5	8.51438	6
20.60000038	7.099999905	12.39999962	10.02383	3
23.20000076	9	23.60000038	13.94061	3
25.39999962	13.39999962	11.39999962	17.43973	0
27.20000076	13.80000019	32.59999847	26.95539	0
31	16.29999924	0	26.53056	0
32.40000153	16.39999962	0	27.16626	0
26.20000076	13.60000038	9.600000381	23.13792	0
26.60000038	13.60000038	21.70000076	19.4549	0
20.29999924	12	254	11.98393	0
15.89999962	10	262.2000122	7.50172	0
15.5	8.5	399.1000061	6.72941	0
14.80000019	4.900000095	53.20000076	8.51438	5
17.60000038	8.600000381	56.09999847	10.02383	1
21.70000076	9.899999619	40.40000153	13.94061	0
23.39999962	12	90.90000153	17.43973	0
30.39999962	14.69999981	0	26.95539	0
31.29999924	15.60000038	0	26.53056	0
28.60000038	14.80000019	0	27.16626	0
26.79999924	14.30000019	40	23.13792	0
24.89999962	11.5	54.5	19.4549	0
19.39999962	9	50	11.98393	1
16.20000076	8.300000191	192.1000061	7.50172	2
14.80000019	6.699999809	122.5999985	6.72941	3
18.79999924	7.900000095	8.5	8.51438	0
25.10000038	9.199999809	0	10.02383	0
24.20000076	12	39.70000076	13.94061	0
22.60000038	12.39999962	144.3999939	17.43973	0
24.5	14.10000038	42.29999924	26.95539	0
29.39999962	15.89999962	5.5	26.53056	0
29.60000038	15.39999962	17.5	27.16626	0
30.20000076	15.19999981	8.5	23.13792	0
25	15	170.6000061	19.4549	0
19.10000038	11.60000038	316.6000061	11.98393	0
15.89999962	7.199999809	121.5	7.50172	2
15.19999981	4.699999809	139.8000031	6.72941	7
16.89999962	5.400000095	54.70000076	8.51438	5
20.79999924	7.5	53.29999924	10.02383	1
21.60000038	9.300000191	40.70000076	13.94061	1
23.39999962	12.19999981	63.5	17.43973	0
28.20000076	14	15.39999962	26.95539	0
30.60000038	15.30000019	2.5	26.53056	0
30.5	15.19999981	4.300000191	27.16626	0
27.79999924	13.69999981	34.20000076	23.13792	0
24.29999924	12.60000038	82.5	19.4549	0
18.89999962	9.199999809	153.1999969	11.98393	0
14.30000019	3.099999905	121.5	7.50172	2
15.80000019	1.700000048	139.8000031	6.72941	7
16.29999924	1.700000048	54.70000076	8.51438	5
19.10000038	6.599999905	53.29999924	10.02383	1
22.10000038	8.300000191	40.70000076	13.94061	1
23.60000038	12	63.5	17.43973	0
28.5	13.5	15.39999962	26.95539	0
31.60000038	15.69999981	2.5	26.53056	0
30.29999924	15.19999981	4.300000191	27.16626	0
26.60000038	14.5	34.20000076	23.13792	0
22.39999962	12	82.5	19.4549	0
17.70000076	4.300000191	153.1999969	11.98393	0
15.5	6.199999809	121.5	7.50172	2
14.39999962	0.100000001	139.8000031	6.72941	7
18.89999962	5	54.70000076	8.51438	5
21.29999924	5.099999905	53.29999924	10.02383	1
17.5	9.100000381	40.70000076	13.94061	1
23.79999924	12.10000038	63.5	17.43973	0
29.70000076	13.69999981	15.39999962	26.95539	0
30.60000038	13.69999981	2.5	26.53056	0
